=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.04.16 19:42:38 =~=~=~=~=~=~=~=~=~=~=~=
        ,    -4  -4,     0,     0,     0
       243,     0,  1701,     8,     0,     0,     0,     0,     0,     0,  1698,    24,     0,    -4,     0,   position 4: 1701
4position 5: 1698
5## Start: 14 ####################
14, 255
13, 255
12, 1
11, 10
10, 0
9, 1
8, 0
7, 0
6, 0
5, 32
4, 0
3, 0
2, 0
1, 211
## End #####################
return: : 1024
        12,    34,   234,    34,    21
         5,     0,  1701,     8,     0,     0,     0,     0,     0,     0,  1699,    16,     0,     0,     0,     0,     0
         5,     0,  1702,    16,     0,     0,     0,     0,     0,     0,  1698,     8,     0,     0,     0,     0,     0
         6,     0,  1702,    16,     0,     0,     0,     0,     0,     0,  1698,     8,     0,     0,     0,     0,     0
         6,     0,  1702,    16,     0,     0,     0,     0,     0,     0,  1698,     8,     0,     0,     0,     0,     0
         6,     0,  1701,     8,     0,     0,     0,     0,     0,     0,  1698,     8,     0,     0,     0,     0,     0
         7,     0,  1702,    16,     0,     0,     0,     0,     0,     0,  1698,     8,     0,     0,     0,     0,     0
         7,     0,  1703,    24,     0,     0,     0,     0,     0,     0,  1699,    16,     0,     0,     0,     0,     0
         7,     0,  1700,     0,     0,     0,     0,     0,     0,     0,  1699,    16,     0,     0,     0,     0,     0
         7,     0,  1690,    80,     1,   139,     0,     0,     0,     0,  1694,    24,     1,     4,     0,     0,     0
         8,     0,  1677,   184,     1,   301,     0,     0,     0,     0,  1684,   104,     1,    90,     0,     0,     0
         8,     0,  1671,   232,     1,   355,     0,     0,     0,     0,  1679,   144,     1,   130,     0,     0,     0
         8,     0,  1669,   248,     1,   378,     0,     0,     0,     0,  1678,   152,     1,   166,     0,     0,     0
         9,     0,  1669,   248,     1,   400,     0,     0,     0,     0,  1674,   184,     1,   229,     0,     0,     0
         9,     0,  1657,   344,     1,   657,     0,     0,     0,     0,  1673,   192,     1,   216,     0,     0,     0
         9,     0,  1657,   344,     1,   652,     0,     0,     0,     0,  1673,   192,     1,   216,     0,     0,     0
         9,     0,  1658,   336,     1,   630,     0,     0,     0,     0,  1673,   192,     1,   220,     0,     0,     0
        10,     0,  1658,   336,     1,   625,     0,     0,     0,     0,  1673,   192,     1,   220,     0,     0,     0
        10,     0,  1658,   336,     1,   625,     0,     0,     0,     0,  1674,   184,     1,   207,     0,     0,     0
        10,     0,  1658,   336,     1,   625,     0,     0,     0,     0,  1674,   184,     1,   207,     0,     0,     0
        11,     0,  1658,   336,     1,   625,     0,     0,     0,     0,  1674,   184,     1,   207,     0,     0,     0
        11,     0,  1658,   336,     1,   621,     0,     0,     0,     0,  1673,   192,     1,   220,     0,     0,     0
        11,     0,  1658,   336,     1,   616,     0,     0,     0,     0,  1674,   184,     1,   207,     0,     0,     0
        11,     0,  1657,   344,     1,   616,     0,     0,     0,     0,  1673,   192,     1,   207,     0,     0,     0
        12,     0,  1658,   336,     1,   621,     0,     0,     0,     0,  1673,   192,     1,   207,     0,     0,     0
        12,     0,  1658,   336,     1,   616,     0,     0,     0,     0,  1674,   184,     1,   202,     0,     0,     0
        12,     0,  1658,   336,     1,   616,     0,     0,     0,     0,  1674,   184,     1,   207,     0,     0,     0
        13,     0,  1658,   336,     1,   621,     0,     0,     0,     0,  1674,   184,     1,   207,     0,     0,     0
        13,     0,  1658,   336,     1,   621,     0,     0,     0,     0,  1673,   192,     1,   225,     0,     0,     0
        13,     0,  1658,   336,     1,   621,     0,     0,     0,     0,  1673,   192,     1,   225,     0,     0,     0
        14,     0,  1658,   336,     1,   616,     0,     0,     0,     0,  1673,   192,     1,   225,     0,     0,     0
        14,     0,  1658,   336,     1,   616,     0,     0,     0,     0,  1674,   184,     1,   225,     0,     0,     0
        14,     0,  1658,   336,     1,   616,     0,     0,     0,     0,  1673,   192,     1,   207,     0,     0,     0
        14,     0,  1658,   336,     1,   616,     0,     0,     0,     0,  1674,   184,     1,   211,     0,     0,     0
        15,     0,  1658,   336,     1,   616,     0,     0,     0,     0,  1673,   192,     1,   207,     0,     0,     0
        15,     0,  1658,   336,     1,   621,     0,     0,     0,     0,  1673,   192,     1,   229,     0,     0,     0
        15,     0,  1658,   336,     1,   616,     0,     0,     0,     0,  1673,   192,     1,   211,     0,     0,     0
        16,     0,  1658,   336,     1,   616,     0,     0,     0,     0,  1674,   184,     1,   229,     0,     0,     0
        16,     0,  1658,   336,     1,   616,     0,     0,     0,     0,  1674,   184,     1,   211,     0,     0,     0
        16,     0,  1658,   336,     1,   621,     0,     0,     0,     0,  1674,   184,     1,   229,     0,     0,     0
        16,     0,  1658,   336,     1,   616,     0,     0,     0,     0,  1674,   184,     1,   211,     0,     0,     0
        17,     0,  1658,   336,     1,   616,     0,     0,     0,     0,  1673,   192,     1,   211,     0,     0,     0
        17,     0,  1658,   336,     1,   616,     0,     0,     0,     0,  1674,   184,     1,   211,     0,     0,     0
        17,     0,  1660,   320,     1,   526,     0,     0,     0,     0,  1674,   184,     1,   198,     0,     0,     0
        18,     0,  1684,    82,     1,     0,     0,     0,     0,     0,  1678,   152,     1,    40,     0,     0,     0
        18,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        18,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        19,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1690,    56,     1,    18,     0,     0,     0
        19,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        19,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,     9,     0,     0,     0
        19,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        20,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        20,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,     9,     0,     0,     0
        20,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        21,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1690,    56,     1,    18,     0,     0,     0
        21,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1690,    56,     1,    18,     0,     0,     0
        21,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        21,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        22,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,     9,     0,     0,     0
        22,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1690,    56,     1,    18,     0,     0,     0
        22,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        23,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        23,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        23,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1690,    56,     1,     9,     0,     0,     0
        23,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1690,    56,     1,    18,     0,     0,     0
        24,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1690,    56,     1,    18,     0,     0,     0
        24,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,     9,     0,     0,     0
        24,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,     9,     0,     0,     0
        25,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,     9,     0,     0,     0
        25,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,     9,     0,     0,     0
        25,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1690,    56,     1,    18,     0,     0,     0
        26,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        26,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1690,    56,     1,    18,     0,     0,     0
        26,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        26,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1690,    56,     1,    18,     0,     0,     0
        27,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        27,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,     9,     0,     0,     0
        27,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        28,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        28,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        28,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        28,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        29,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        29,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        29,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,     9,     0,     0,     0
        30,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        30,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,     9,     0,     0,     0
        30,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        31,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        31,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,     9,     0,     0,     0
        31,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,     9,     0,     0,     0
        31,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        32,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,     9,     0,     0,     0
        32,     0,  1704,    32,     0,     0,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        32,     0,  1695,    51,     1,    22,     0,     0,     0,     0,  1689,    64,     1,    18,     0,     0,     0
        33,     0,  1682,   161,     1,   157,     0,     0,     0,     0,  1688,    72,     1,    36,     0,     0,     0
        33,     0,  1680,   160,     1,   189,     0,     0,     0,     0,  1685,    96,     1,    85,     0,     0,     0
        33,     0,  1678,   176,     1,   202,     0,     0,     0,     0,  1682,   120,     1,    99,     0,     0,     0
        33,     0,  1671,   232,     1,   342,     0,     0,     0,     0,  1682,   120,     1,    94,     0,     0,     0
        34,     0,  1671,   232,     1,   342,     0,     0,     0,     0,  1682,   120,     1,    94,     0,     0,     0
        34,     0,  1671,   232,     1,   342,     0,     0,     0,     0,  1682,   120,     1,    94,     0,     0,     0
        34,     0,  1671,   232,     1,   342,     0,     0,     0,     0,  1682,   120,     1,    94,     0,     0,     0
        35,     0,  1671,   232,     1,   337,     0,     0,     0,     0,  1682,   120,     1,    94,     0,     0,     0
        35,     0,  1671,   232,     1,   337,     0,     0,     0,     0,  1682,   120,     1,    99,     0,     0,     0
        35,     0,  1671,   232,     1,   337,     0,     0,     0,     0,  1682,   120,     1,    94,     0,     0,     0
        35,     0,  1671,   232,     1,   333,     0,     0,     0,     0,  1682,   120,     1,    94,     0,     0,     0
        36,     0,  1671,   232,     1,   351,     0,     0,     0,     0,  1682,   120,     1,    94,     0,     0,     0
        36,     0,  1671,   232,     1,   333,     0,     0,     0,     0,  1682,   120,     1,    94,     0,     0,     0
        36,     0,  1671,   232,     1,   333,     0,     0,     0,     0,  1682,   120,     1,    94,     0,     0,     0
        37,     0,  1671,   232,     1,   333,     0,     0,     0,     0,  1682,   120,     1,    99,     0,     0,     0
        37,     0,  1671,   232,     1,   292,     0,     0,     0,     0,  1682,   120,     1,    94,     0,     0,     0
 
